First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
2274,11538,0.909032106399536,12,9,5,5,5,0.4166666666666667,0.5555555555555556
7601,14945,0.8780653476715088,7,4,3,3,3,0.42857142857142855,0.75
8976,15754,0.9296954870224,10,12,5,5,5,0.5,0.4166666666666667
3388,12312,0.8858445882797241,9,11,4,4,4,0.4444444444444444,0.36363636363636365
4695,13481,0.8293645977973938,20,10,8,8,8,0.4,0.8
4075,12870,0.8355538845062256,7,7,6,6,6,0.8571428571428571,0.8571428571428571
5417,13731,0.8826291561126709,9,15,4,4,4,0.4444444444444444,0.26666666666666666
9903,16293,0.9417237043380736,18,26,18,18,18,1.0,0.6923076923076923
1701,11267,0.9022871255874634,3,3,3,3,3,1.0,1.0
7114,14677,0.904955267906189,3,4,2,2,2,0.6666666666666666,0.5
9729,13862,0.92473167181015,9,7,4,4,4,0.4444444444444444,0.5714285714285714
5683,13887,0.8633605241775513,5,3,2,2,2,0.4,0.6666666666666666
8128,15364,0.956817090511322,10,6,5,5,5,0.5,0.8333333333333334
436,10360,0.9112505912780762,4,4,4,4,4,1.0,1.0
2275,11539,0.9439313411712646,5,6,5,5,5,1.0,0.8333333333333334
2287,11593,0.8432391881942749,10,8,5,5,5,0.5,0.625
5478,19376,0.737675666809082,5,6,0,0,0,0.0,0.0
5880,14023,0.8855888843536377,4,17,1,1,1,0.25,0.058823529411764705
4355,13269,0.8659002780914307,4,8,4,4,4,1.0,0.5
1757,11284,0.8429291248321533,103,20,16,16,16,0.1553398058252427,0.8
2720,11889,0.7920492887496948,2,4,2,2,2,1.0,0.5
3501,12454,0.8692114353179932,6,9,6,6,6,1.0,0.6666666666666666
8721,15649,0.8640896677970886,35,12,8,8,8,0.22857142857142856,0.6666666666666666
600,10468,0.924357533454895,1,1,1,1,1,1.0,1.0
8290,13333,0.871612548828125,130,5,1,1,1,0.007692307692307693,0.2
5522,13789,0.8796377182006836,15,15,14,14,14,0.9333333333333333,0.9333333333333333
804,10612,0.7850465774536133,18,15,8,8,8,0.4444444444444444,0.5333333333333333
4389,19454,0.8492801189422607,9,11,1,1,1,0.1111111111111111,0.09090909090909091
7398,14886,0.831989586353302,8,3,3,3,3,0.375,1.0
4562,13338,0.9096011519432068,7,33,7,7,7,1.0,0.21212121212121213
8909,15705,0.7612591981887817,10,7,5,5,5,0.5,0.7142857142857143
9869,16272,0.9424816370010376,30,30,29,29,29,0.9666666666666667,0.9666666666666667
1566,11200,0.7432243824005127,3,3,3,3,3,1.0,1.0
2087,11460,0.9438561797142028,17,34,17,17,17,1.0,0.5
484,10378,0.9150721430778505,28,13,6,6,6,0.21428571428571427,0.46153846153846156
8443,15497,0.8210662603378296,6,10,4,4,4,0.6666666666666666,0.4
6610,14398,0.8876352310180664,5,5,5,5,5,1.0,1.0
8369,15468,0.8247815370559692,2,2,2,2,2,1.0,1.0
9024,15808,0.8429082632064819,9,7,2,2,2,0.2222222222222222,0.2857142857142857
4003,12822,0.8681793212890625,7,7,6,6,6,0.8571428571428571,0.8571428571428571
1986,11377,0.8832283020019531,12,18,9,9,9,0.75,0.5
3498,12457,0.899121880531311,5,6,4,4,4,0.8,0.6666666666666666
9034,15821,0.8919384479522705,5,4,3,3,3,0.6,0.75
618,10494,0.9366257190704346,1,1,1,1,1,1.0,1.0
2443,11738,0.7928289175033569,4,3,3,3,3,0.75,1.0
6792,15457,0.8435884714126587,6,3,0,0,0,0.0,0.0
954,19568,0.8908417224884033,4,6,0,0,0,0.0,0.0
2600,11801,0.8841989040374756,4,7,4,4,4,1.0,0.5714285714285714
2660,11852,0.798719048500061,3,3,2,2,2,0.6666666666666666,0.6666666666666666
1825,11316,0.8142358064651489,4,6,3,3,3,0.75,0.5
7337,14848,0.9097756743431092,4,6,4,4,4,1.0,0.6666666666666666
411,13956,0.9456967115402222,29,46,5,5,5,0.1724137931034483,0.10869565217391304
7705,15015,0.9329307675361632,28,28,21,21,21,0.75,0.75
6521,14325,0.8987447023391724,4,3,3,3,3,0.75,1.0
3211,12220,0.932186484336853,2,4,2,2,2,1.0,0.5
4799,13551,0.8638705015182495,6,7,3,3,3,0.5,0.42857142857142855
1299,10977,0.9293944239616394,17,8,7,7,7,0.4117647058823529,0.875
2387,11693,0.9165990352630616,15,7,7,7,7,0.4666666666666667,1.0
2601,11802,0.9305214881896972,43,5,4,4,4,0.09302325581395349,0.8
9849,11725,0.8242696523666382,6,4,0,0,0,0.0,0.0
6831,14487,0.7117549777030945,13,2,2,2,2,0.15384615384615385,1.0
1644,11240,0.8756611347198486,33,15,10,10,10,0.30303030303030304,0.6666666666666666
1302,10982,0.9279925227165222,18,11,11,11,11,0.6111111111111112,1.0
387,10337,0.8076595067977905,23,7,3,3,3,0.13043478260869565,0.42857142857142855
7484,14903,0.7850596904754639,18,6,5,5,5,0.2777777777777778,0.8333333333333334
7349,14858,0.9396837949752808,4,4,4,4,4,1.0,1.0
2258,11548,0.8982189893722534,4,4,1,1,1,0.25,0.25
726,10706,0.8236092925071716,4,3,2,2,2,0.5,0.6666666666666666
6474,14249,0.8591538667678833,11,5,3,3,3,0.2727272727272727,0.6
4854,13523,0.8874975442886353,10,7,7,7,7,0.7,1.0
8593,15562,0.8958890438079834,12,15,6,6,6,0.5,0.4
4833,13549,0.8046116232872009,6,5,3,3,3,0.5,0.6
8589,14545,0.7520003318786621,6,27,2,2,2,0.3333333333333333,0.07407407407407407
5760,13939,0.9130752086639404,4,3,3,3,3,0.75,1.0
2392,11664,0.8957509398460388,20,11,10,10,10,0.5,0.9090909090909091
9890,16308,0.9293292760849,33,36,18,18,18,0.5454545454545454,0.5
3145,12167,0.9386941194534302,6,6,4,4,4,0.6666666666666666,0.6666666666666666
6440,14229,0.6919065713882446,17,17,4,4,4,0.23529411764705882,0.23529411764705882
4733,13498,0.8967284560203552,4,5,4,4,4,1.0,0.8
7141,14685,0.969954550266266,1,2,1,1,1,1.0,0.5
7556,14927,0.727116584777832,15,4,3,3,3,0.2,0.75
866,10307,0.9661045670509338,86,64,25,25,25,0.29069767441860467,0.390625
8203,15412,0.8402591347694397,151,11,5,5,5,0.033112582781456956,0.45454545454545453
6959,14528,0.8592153787612915,5,5,1,1,1,0.2,0.2
8871,15691,0.814539909362793,8,2,2,2,2,0.25,1.0
9017,15745,0.9476755261421204,8,16,6,6,6,0.75,0.375
5834,14010,0.8801719546318054,25,7,3,3,3,0.12,0.42857142857142855
9009,15741,0.8395317792892456,5,4,3,3,3,0.6,0.75
3234,12244,0.9169126749038696,17,10,9,9,9,0.5294117647058824,0.9
4655,13435,0.9462949633598328,42,46,24,24,24,0.5714285714285714,0.5217391304347826
2893,11951,0.9294610619544984,41,39,12,12,12,0.2926829268292683,0.3076923076923077
2770,13192,0.8596513271331787,140,18,4,4,4,0.02857142857142857,0.2222222222222222
2885,11947,0.912534475326538,11,11,7,7,7,0.6363636363636364,0.6363636363636364
4795,16447,0.8844701647758484,17,24,2,2,2,0.11764705882352941,0.08333333333333333
7322,14845,0.878402590751648,8,6,6,6,6,0.75,1.0
8987,15759,0.9155489206314088,7,7,5,5,5,0.7142857142857143,0.7142857142857143
108,10076,0.9291865229606628,7,8,7,7,7,1.0,0.875
9906,16294,0.9417237043380736,18,26,18,18,18,1.0,0.6923076923076923
1410,11050,0.8488248586654663,10,4,2,2,2,0.2,0.5
9215,15882,0.9496197700500488,13,10,10,10,10,0.7692307692307693,1.0
987,10718,0.9505716562271118,17,15,8,8,8,0.47058823529411764,0.5333333333333333
2886,11948,0.8874877691268921,11,7,7,7,7,0.6363636363636364,1.0
522,15234,0.9171143174171448,11,15,5,5,5,0.45454545454545453,0.3333333333333333
867,14594,0.9400583505630492,51,22,16,16,16,0.3137254901960784,0.7272727272727273
1239,10939,0.9612612128257751,46,33,12,12,12,0.2608695652173913,0.36363636363636365
4346,19217,0.912516176700592,12,22,4,4,4,0.3333333333333333,0.18181818181818182
5816,13997,0.9723747968673706,85,31,22,22,22,0.25882352941176473,0.7096774193548387
109,10077,0.9291865229606628,7,8,7,7,7,1.0,0.875
5808,13993,0.879747748374939,2,2,2,2,2,1.0,1.0
7058,14628,0.8685382604598999,1,2,1,1,1,1.0,0.5
5779,13966,0.9181333780288696,4,2,2,2,2,0.5,1.0
8727,15655,0.8562902808189392,7,4,3,3,3,0.42857142857142855,0.75
3796,11202,0.8909577131271362,4,6,2,2,2,0.5,0.3333333333333333
614,10478,0.9508140087127686,70,44,31,31,31,0.44285714285714284,0.7045454545454546
79,10054,0.8727912306785583,5,5,3,3,3,0.6,0.6
331,10269,0.9666668176651,52,61,23,23,23,0.4423076923076923,0.3770491803278688
5212,13330,0.9598546624183656,13,10,2,2,2,0.15384615384615385,0.2
9449,16054,0.8756130933761597,2,2,2,2,2,1.0,1.0
8184,15376,0.8984099626541138,5,12,5,5,5,1.0,0.4166666666666667
2108,11473,0.9358264207839966,10,14,8,8,8,0.8,0.5714285714285714
5649,13856,0.8343641757965088,6,7,1,1,1,0.16666666666666666,0.14285714285714285
7648,14987,0.8622314929962158,5,7,5,5,5,1.0,0.7142857142857143
7942,15205,0.9060516357421876,4,5,4,4,4,1.0,0.8
5418,13169,0.7259181141853333,6,7,0,0,0,0.0,0.0
6958,14540,0.8707475662231445,10,10,9,9,9,0.9,0.9
2900,11967,0.943196177482605,8,3,2,2,2,0.25,0.6666666666666666
7404,14892,0.8400291204452515,5,1,1,1,1,0.2,1.0
2109,11474,0.8134127855300903,8,8,7,7,7,0.875,0.875
9393,16009,0.8407211303710938,9,9,9,9,9,1.0,1.0
7649,14988,0.8305150270462036,7,7,5,5,5,0.7142857142857143,0.7142857142857143
1181,11464,0.9497450590133668,17,11,9,9,9,0.5294117647058824,0.8181818181818182
5529,13796,0.9580798745155334,22,24,19,19,19,0.8636363636363636,0.7916666666666666
1198,10879,0.7097467184066772,4,3,1,1,1,0.25,0.3333333333333333
7251,14798,0.9141010642051696,4,4,4,4,4,1.0,1.0
2184,11504,0.8997097611427307,3,5,3,3,3,1.0,0.6
2197,11523,0.7840967774391174,2,4,2,2,2,1.0,0.5
3372,12307,0.8905593156814575,4,5,2,2,2,0.5,0.4
4753,17855,0.7868297100067139,17,5,4,4,4,0.23529411764705882,0.8
7823,15140,0.878553032875061,7,6,3,3,3,0.42857142857142855,0.5
605,13897,0.8307241201400757,8,3,3,3,3,0.375,1.0
1147,10833,0.9093952775001526,3,3,3,3,3,1.0,1.0
5491,13769,0.7428832054138184,1,1,1,1,1,1.0,1.0
6565,14358,0.8249714970588684,2,1,1,1,1,0.5,1.0
598,10474,0.94692200422287,3,2,2,2,2,0.6666666666666666,1.0
2439,11730,0.9003955125808716,5,5,5,5,5,1.0,1.0
3736,12589,0.8184382915496826,2,7,2,2,2,1.0,0.2857142857142857
9978,16375,0.8895958662033081,11,14,11,11,11,1.0,0.7857142857142857
9068,15845,0.8842078447341919,3,4,3,3,3,1.0,0.75
8376,15474,0.9129431247711182,2,2,2,2,2,1.0,1.0
7185,14745,0.8789631128311157,9,8,4,4,4,0.4444444444444444,0.5
7158,14728,0.9999999403953552,2,2,2,2,2,1.0,1.0
728,10705,0.9704715013504028,34,29,18,18,18,0.5294117647058824,0.6206896551724138
9979,16376,0.8895958662033081,11,14,11,11,11,1.0,0.7857142857142857
5481,17403,0.9251238703727722,12,103,4,4,4,0.3333333333333333,0.038834951456310676
3713,12578,0.9285595417022704,19,12,10,10,10,0.5263157894736842,0.8333333333333334
9942,16345,0.951723337173462,1,1,1,1,1,1.0,1.0
1012,10729,0.875110387802124,7,7,3,3,3,0.42857142857142855,0.42857142857142855
5547,13821,0.8886029720306396,8,3,3,3,3,0.375,1.0
810,10631,0.8451550006866455,123,72,54,54,54,0.43902439024390244,0.75
6932,14501,0.9433114528656006,21,27,6,6,6,0.2857142857142857,0.2222222222222222
1797,11938,0.917842447757721,22,11,10,10,10,0.45454545454545453,0.9090909090909091
2818,16951,0.8919999599456787,11,18,3,3,3,0.2727272727272727,0.16666666666666666
5461,13754,0.9378699660301208,7,9,5,5,5,0.7142857142857143,0.5555555555555556
2161,11497,0.8641356825828552,12,5,5,5,5,0.4166666666666667,1.0
6217,14146,0.9700636863708496,5,4,3,3,3,0.6,0.75
1016,10735,0.9666263461112976,41,41,22,22,22,0.5365853658536586,0.5365853658536586
3848,12658,0.8700322508811951,2,2,2,2,2,1.0,1.0
3159,12176,0.9035462737083436,2,3,2,2,2,1.0,0.6666666666666666
1249,10943,0.8385485410690308,9,13,4,4,4,0.4444444444444444,0.3076923076923077
5009,13593,0.7730886936187744,22,5,4,4,4,0.18181818181818182,0.8
5958,14300,0.8683967590332031,163,14,1,1,1,0.006134969325153374,0.07142857142857142
754,18728,0.9037277698516846,13,5,5,5,5,0.38461538461538464,1.0
1861,11321,0.9016101360321044,34,33,22,22,22,0.6470588235294118,0.6666666666666666
5248,13646,0.8401002883911133,4,3,3,3,3,0.75,1.0
7207,14741,0.8719727993011475,5,2,1,1,1,0.2,0.5
1231,10925,0.7785409688949585,8,7,5,5,5,0.625,0.7142857142857143
3323,12284,0.9410306811332704,5,13,2,2,2,0.4,0.15384615384615385
8008,15284,0.8547425270080566,11,4,1,1,1,0.09090909090909091,0.25
8048,15320,0.9025193452835084,20,24,18,18,18,0.9,0.75
3649,12534,0.9905886650085448,5,5,5,5,5,1.0,1.0
5566,13812,0.9153754711151124,7,5,3,3,3,0.42857142857142855,0.6
1150,10820,0.9142818450927734,2,8,2,2,2,1.0,0.25
512,10420,0.932327389717102,18,13,9,9,9,0.5,0.6923076923076923
3091,12126,0.8455241918563843,4,5,1,1,1,0.25,0.2
698,10547,0.8784928917884827,4,4,3,3,3,0.75,0.75
3385,12344,0.9383326172828674,7,10,7,7,7,1.0,0.7
5830,14007,0.8633719682693481,5,12,1,1,1,0.2,0.08333333333333333
3143,12173,0.8802398443222046,6,3,3,3,3,0.5,1.0
7506,14893,0.8918386697769165,5,6,5,5,5,1.0,0.8333333333333334
7711,15033,0.9259061813354492,18,17,17,17,17,0.9444444444444444,1.0
2892,11953,0.8718695640563965,7,6,5,5,5,0.7142857142857143,0.8333333333333334
3156,16987,0.8089864253997803,4,6,1,1,1,0.25,0.16666666666666666
7971,15258,0.8894749879837036,15,13,5,5,5,0.3333333333333333,0.38461538461538464
9636,16135,0.8906081914901733,9,5,5,5,5,0.5555555555555556,1.0
2175,13853,0.9530208706855774,40,34,16,16,16,0.4,0.47058823529411764
3358,12363,0.7849259972572327,12,2,2,2,2,0.16666666666666666,1.0
162,10572,0.9389298558235168,42,17,15,15,15,0.35714285714285715,0.8823529411764706
3865,12688,0.7668174505233765,12,3,2,2,2,0.16666666666666666,0.6666666666666666
7775,15054,0.7990304231643677,41,19,8,8,8,0.1951219512195122,0.42105263157894735
8986,15761,0.90274316072464,4,4,4,4,4,1.0,1.0
3176,12206,0.9450430870056152,2,5,2,2,2,1.0,0.4
7374,14859,0.8555765748023987,5,4,4,4,4,0.8,1.0
657,10514,0.8927341103553772,21,12,9,9,9,0.42857142857142855,0.75
6390,14194,0.793128252029419,4,2,1,1,1,0.25,0.5
4536,13301,0.894008457660675,66,11,5,5,5,0.07575757575757576,0.45454545454545453
5894,14027,0.8738738298416138,6,11,3,3,3,0.5,0.2727272727272727
515,10430,0.9448378086090088,17,7,7,7,7,0.4117647058823529,1.0
8138,15371,0.9689077734947203,25,8,5,5,5,0.2,0.625
7371,14561,0.7985780835151672,17,14,1,1,1,0.058823529411764705,0.07142857142857142
5080,13630,0.8451107144355774,14,4,3,3,3,0.21428571428571427,0.75
7768,15051,0.7990304231643677,41,14,8,8,8,0.1951219512195122,0.5714285714285714
9867,16269,0.9424816370010376,30,30,29,29,29,0.9666666666666667,0.9666666666666667
7626,14967,0.7985093593597412,5,4,4,4,4,0.8,1.0
5420,13735,0.8487524390220642,6,7,5,5,5,0.8333333333333334,0.7142857142857143
2966,12023,0.9296532273292542,3,3,3,3,3,1.0,1.0
613,10480,0.95570170879364,52,34,24,24,24,0.46153846153846156,0.7058823529411765
419,10349,0.94134920835495,17,7,4,4,4,0.23529411764705882,0.5714285714285714
4354,13266,0.9180448651313782,5,6,4,4,4,0.8,0.6666666666666666
3799,12635,0.918969750404358,35,6,3,3,3,0.08571428571428572,0.5
3979,12831,0.8607786893844604,12,6,6,6,6,0.5,1.0
70,10052,0.8167096972465515,15,8,8,8,8,0.5333333333333333,1.0
6954,14537,0.9408419132232666,14,10,9,9,9,0.6428571428571429,0.9
2067,11439,0.9566213488578796,7,6,4,4,4,0.5714285714285714,0.6666666666666666
7066,14635,0.8685853481292725,4,4,3,3,3,0.75,0.75
3122,12127,0.8510952591896057,5,6,4,4,4,0.8,0.6666666666666666
9766,16222,0.8703709244728088,3,3,3,3,3,1.0,1.0
2198,11513,1.0,2,2,2,2,2,1.0,1.0
7701,12751,0.9196661710739136,51,45,11,11,11,0.21568627450980393,0.24444444444444444
948,18054,0.8984131217002869,5,4,2,2,2,0.4,0.5
3780,12621,0.9316725730895996,4,2,1,1,1,0.25,0.5
9615,14103,0.8042826652526855,7,6,0,0,0,0.0,0.0
6631,14414,0.9252779483795166,1,1,1,1,1,1.0,1.0
968,15259,0.66410231590271,16,6,3,3,3,0.1875,0.5
4565,13342,0.8543554544448853,6,12,6,6,6,1.0,0.5
1837,11327,0.943615198135376,36,10,7,7,7,0.19444444444444445,0.7
5866,14022,0.8868240714073181,10,4,1,1,1,0.1,0.25
6609,14395,0.8876352310180664,5,5,5,5,5,1.0,1.0
7752,15047,0.7990304231643677,41,14,8,8,8,0.1951219512195122,0.5714285714285714
9403,16026,0.8910252451896667,14,16,14,14,14,1.0,0.875
1167,10858,0.904045581817627,7,7,7,7,7,1.0,1.0
2602,11804,0.9211708307266236,5,4,4,4,4,0.8,1.0
3370,12350,0.9311550259590148,18,8,8,8,8,0.4444444444444444,1.0
8891,15851,0.8172758221626282,9,4,2,2,2,0.2222222222222222,0.5
4965,13577,0.7525488138198853,9,5,1,1,1,0.1111111111111111,0.2
8067,15324,0.815036952495575,3,7,2,2,2,0.6666666666666666,0.2857142857142857
767,11827,0.9496911764144896,7,104,4,4,4,0.5714285714285714,0.038461538461538464
3288,12280,0.8279026746749878,16,3,3,3,3,0.1875,1.0
1984,11382,0.9175143241882324,19,15,14,14,14,0.7368421052631579,0.9333333333333333
9404,16027,0.8910252451896667,14,16,14,14,14,1.0,0.875
2599,11798,0.8841989040374756,4,7,4,4,4,1.0,0.5714285714285714
2918,11960,0.8206809759140015,3,7,3,3,3,1.0,0.42857142857142855
2958,11996,0.8845357894897461,1,1,1,1,1,1.0,1.0
3311,10314,0.9295613765716552,24,89,11,11,11,0.4583333333333333,0.12359550561797752
3645,12554,0.7300945520401001,49,6,4,4,4,0.08163265306122448,0.6666666666666666
3847,12652,0.9261061549186708,8,12,6,6,6,0.75,0.5
571,10460,1.0,4,4,4,4,4,1.0,1.0
2401,11670,0.9462944865226746,18,16,13,13,13,0.7222222222222222,0.8125
1011,10732,0.8570119738578796,3,3,3,3,3,1.0,1.0
7707,15017,0.8683598637580872,5,8,5,5,5,1.0,0.625
389,10340,0.8139245510101318,17,7,3,3,3,0.17647058823529413,0.42857142857142855
5347,13727,0.8758877515792847,77,38,7,7,7,0.09090909090909091,0.18421052631578946
7165,14734,0.982436180114746,72,49,28,28,28,0.3888888888888889,0.5714285714285714
1230,10919,0.785503625869751,7,7,5,5,5,0.7142857142857143,0.7142857142857143
7011,15579,0.8407738208770752,9,5,3,3,3,0.3333333333333333,0.6
9683,16201,0.9057403206825256,28,8,8,8,8,0.2857142857142857,1.0
9889,16306,0.91384619474411,17,28,14,14,14,0.8235294117647058,0.5
9380,16020,0.8528921604156494,15,16,14,14,14,0.9333333333333333,0.875
4564,13354,0.9530267715454102,6,7,6,6,6,1.0,0.8571428571428571
1365,11000,0.9238896369934082,24,35,20,20,20,0.8333333333333334,0.5714285714285714
81,10043,0.8685709238052368,8,8,3,3,3,0.375,0.375
3781,12599,0.8977075219154358,3,4,2,2,2,0.6666666666666666,0.5
936,16601,0.9225896596908568,6,16,1,1,1,0.16666666666666666,0.0625
