First Index,Second Index,Similarity,Total Neighbors a,Total Neighbors a_star,Matching Neighbor Pairs,total_b,total_b_star,b / a_neigh,b_star / a_star_neigh
3112,12231,0.9726611375808716,17,15,6,6,6,0.3529412,0.4
1886,10907,0.9348981976509094,2,3,1,1,1,0.5,0.3333333
1486,10528,0.8968518972396851,15,13,7,7,7,0.4666667,0.5384615
1497,10537,0.9825779795646667,6,3,2,2,2,0.3333333,0.6666667
1157,10209,0.4118498861789703,17,13,7,7,7,0.4117647,0.5384615
7321,16556,0.934477686882019,3,2,2,2,2,0.6666667,1.0
8626,17944,0.692938506603241,4,10,3,3,3,0.75,0.3
6860,16081,0.9625324606895448,7,5,4,4,4,0.5714286,0.8
4285,13442,0.9342504739761353,41,61,14,14,14,0.3414634,0.2295082
8627,17945,0.9842708110809326,2,2,1,1,1,0.5,0.5
712,9794,0.9216228723526,4,5,1,1,1,0.25,0.2
5905,15107,0.8880476355552673,6,4,3,3,3,0.5,0.75
8630,17950,0.9171411991119384,7,4,3,3,3,0.4285714,0.75
3518,12631,0.9781363010406494,26,10,9,9,9,0.3461538,0.9
2323,11374,0.91304612159729,8,9,2,2,2,0.25,0.2222222
6156,15363,0.9400525093078612,15,17,10,10,10,0.6666667,0.5882353
169,9286,0.9205271005630492,13,8,4,4,4,0.3076923,0.5
761,9835,0.9729233384132384,8,6,4,4,4,0.5,0.6666667
753,9831,0.8513346314430237,34,20,11,11,11,0.3235294,0.55
4887,14040,0.9524206519126892,36,14,9,9,9,0.25,0.6428571
8741,18052,0.9833983778953552,6,4,2,2,2,0.3333333,0.5
8932,18257,0.9158809781074524,29,19,9,9,9,0.3103448,0.4736842
7085,16320,0.9307265281677246,9,12,1,1,1,0.1111111,0.0833333
897,9961,0.9225332736968994,76,64,23,23,23,0.3026316,0.359375
2324,11375,0.92352032661438,6,4,1,1,1,0.1666667,0.25
7096,16329,0.9624808430671692,111,65,35,35,35,0.3153153,0.5384615
7956,17224,0.9460264444351196,7,9,1,1,1,0.1428571,0.1111111
2408,11454,0.9092530012130736,24,15,8,8,8,0.3333333,0.5333333
5462,14622,0.9622291922569276,6,5,3,3,3,0.5,0.6
8722,18038,0.9706230759620668,4,4,1,1,1,0.25,0.25
4480,13658,0.9101837873458862,19,19,9,9,9,0.4736842,0.4736842
3945,13085,0.9544967412948608,11,9,4,4,4,0.3636364,0.4444444
5879,15090,0.943530797958374,10,17,7,7,7,0.7,0.4117647
8125,17410,0.9118038415908812,17,8,5,5,5,0.2941176,0.625
1618,10660,0.9905112981796264,6,2,1,1,1,0.1666667,0.5
4654,13810,0.8525744080543518,3,7,2,2,2,0.6666667,0.2857143
1408,10441,0.963375210762024,5,3,2,2,2,0.4,0.6666667
5307,14455,0.905695915222168,2,2,2,2,2,1.0,1.0
5326,14468,0.9213703870773317,12,16,6,6,6,0.5,0.375
6941,16168,0.9424412846565248,4,2,1,1,1,0.25,0.5
5565,14750,0.9604886770248412,8,4,2,2,2,0.25,0.5
1423,10457,0.9480198621749878,3,2,2,2,2,0.6666667,1.0
7882,17130,0.9594055414199828,6,6,3,3,3,0.5,0.5
8508,17821,0.9401124715805054,2,2,1,1,1,0.5,0.5
2802,11880,0.9735270142555236,17,14,7,7,7,0.4117647,0.5
6261,15505,0.8016525506973267,8,6,3,3,3,0.375,0.5
4000,13142,0.8195513486862183,12,7,4,4,4,0.3333333,0.5714286
8232,17508,0.9522686004638672,23,28,13,13,13,0.5652174,0.4642857
4938,14099,0.9398213028907776,13,13,9,9,9,0.6923077,0.6923077
3591,12714,0.9489620923995972,3,7,3,3,3,1.0,0.4285714
2464,11512,0.9249154329299928,7,3,1,1,1,0.1428571,0.3333333
4690,13854,0.920433521270752,8,8,3,3,3,0.375,0.375
5617,14802,0.950043559074402,4,3,3,3,3,0.75,1.0
6387,15617,0.8780970573425293,9,8,4,4,4,0.4444444,0.5
3474,12574,0.9544443488121032,9,11,6,6,6,0.6666667,0.5454545
4380,13548,0.9589617252349854,19,14,9,9,9,0.4736842,0.6428571
8405,17701,0.855438232421875,11,7,6,6,6,0.5454545,0.8571429
4211,13361,0.9999997615814208,2,2,1,1,1,0.5,0.5
7918,17174,0.8966615796089172,24,9,7,7,7,0.2916667,0.7777778
3603,12724,0.851102888584137,10,10,5,5,5,0.5,0.5
3794,12929,0.8248181343078613,5,4,3,3,3,0.6,0.75
2927,12032,0.8260859251022339,17,11,5,5,5,0.2941176,0.4545455
539,9628,0.8507395386695862,32,33,19,19,19,0.59375,0.5757576
2967,12068,0.7660782933235168,14,8,6,6,6,0.4285714,0.75
4794,13947,0.9045876264572144,13,13,8,8,8,0.6153846,0.6153846
5200,14369,0.8394752740859985,7,5,5,5,5,0.7142857,1.0
3613,12737,0.9563065767288208,7,4,3,3,3,0.4285714,0.75
546,9636,0.9022936820983888,4,8,1,1,1,0.25,0.125
6664,15867,0.8458393216133118,47,35,18,18,18,0.3829787,0.5142857
1049,10107,0.9715832471847534,6,2,0,0,0,0.0,0.0
8102,17376,0.873948872089386,17,15,12,12,12,0.7058824,0.8
2968,12069,0.9419021606445312,2,2,1,1,1,0.5,0.5
6960,16194,0.9546055793762208,6,4,1,1,1,0.1666667,0.25
3259,12361,0.9720503091812134,5,4,0,0,0,0.0,0.0
8051,17330,0.9377520680427552,9,7,3,3,3,0.3333333,0.4285714
2283,11328,0.9168108701705932,12,16,4,4,4,0.3333333,0.25
2949,12055,0.9278107285499572,6,6,2,2,2,0.3333333,0.3333333
3108,12228,0.9363446235656738,12,6,3,3,3,0.25,0.5
3661,12786,0.9379520416259766,13,10,3,3,3,0.2307692,0.3
3260,12362,0.8970803022384644,13,14,6,6,6,0.4615385,0.4285714
4092,13238,0.9615241885185242,10,10,8,8,8,0.8,0.8
4291,13447,0.9174664616584778,7,10,2,2,2,0.2857143,0.2
6137,15339,0.9451514482498168,5,5,0,0,0,0.0,0.0
1677,10700,0.9613314270973206,3,2,1,1,1,0.3333333,0.5
5410,14565,0.9081532955169678,13,17,9,9,9,0.6923077,0.5294118
22,9113,0.974531590938568,7,8,5,5,5,0.7142857,0.625
5848,15056,0.3525194823741913,13,11,6,6,6,0.4615385,0.5454545
1327,10358,0.9126006364822388,2,2,1,1,1,0.5,0.5
5532,14707,0.8483439683914185,6,2,1,1,1,0.1666667,0.5
798,9865,0.9625029563903807,8,4,3,3,3,0.375,0.75
6250,15481,0.8879159688949585,62,54,30,30,30,0.483871,0.5555556
1678,10701,0.9749417901039124,7,9,4,4,4,0.5714286,0.4444444
7070,16303,0.9597973823547364,9,5,4,4,4,0.4444444,0.8
2857,11950,0.8363590240478516,8,4,2,2,2,0.25,0.5
1932,10962,0.8614707589149475,32,27,16,16,16,0.5,0.5925926
6772,15971,0.9631580710411072,7,6,2,2,2,0.2857143,0.3333333
7051,16289,0.9059628248214722,6,9,4,4,4,0.6666667,0.4444444
5026,14202,0.957768440246582,11,6,3,3,3,0.2727273,0.5
893,9958,0.8198692798614502,9,14,9,9,9,1.0,0.6428571
7033,16277,0.7943272590637207,7,6,2,2,2,0.2857143,0.3333333
6925,16149,0.9049326181411744,7,6,2,2,2,0.2857143,0.3333333
904,9967,0.944349467754364,41,38,19,19,19,0.4634146,0.5
6177,15389,0.8698579668998718,12,13,9,9,9,0.75,0.6923077
3750,12877,0.9340175986289978,4,3,1,1,1,0.25,0.3333333
1263,10314,0.945159673690796,2,2,0,0,0,0.0,0.0
4649,13806,0.96729576587677,25,19,9,9,9,0.36,0.4736842
3949,13086,0.7983314394950867,15,25,9,9,9,0.6,0.36
7416,16652,0.8570188283920288,7,3,3,3,3,0.4285714,1.0
2102,11149,0.9533226490020752,8,5,1,1,1,0.125,0.2
5132,14305,0.8217936754226685,17,9,5,5,5,0.2941176,0.5555556
6059,15253,0.8869258165359497,49,22,18,18,18,0.3673469,0.8181818
8006,17277,0.857693076133728,5,5,3,3,3,0.6,0.6
937,10000,0.935581922531128,2,4,2,2,2,1.0,0.5
4671,13830,0.914164900779724,3,2,1,1,1,0.3333333,0.5
3783,12910,0.8623207807540894,55,44,17,17,17,0.3090909,0.3863636
6449,15667,0.9599124193191528,11,7,1,1,1,0.0909091,0.1428571
2787,11862,0.9156694412231444,7,13,3,3,3,0.4285714,0.2307692
5162,14333,0.8945543766021729,8,13,4,4,4,0.5,0.3076923
3466,12565,0.8977941274642944,5,8,5,5,5,1.0,0.625
4672,13831,0.8293797969818115,4,8,2,2,2,0.5,0.25
6450,15668,0.8818035125732422,34,31,18,18,18,0.5294118,0.5806452
4203,13352,0.959935426712036,6,12,2,2,2,0.3333333,0.1666667
2522,11564,0.9503293037414552,7,6,3,3,3,0.4285714,0.5
4963,14123,0.9096739292144777,58,37,25,25,25,0.4310345,0.6756757
6394,15624,0.9512102007865906,3,3,1,1,1,0.3333333,0.3333333
6494,15711,0.9638397097587584,3,3,0,0,0,0.0,0.0
4934,14096,0.881801962852478,7,6,1,1,1,0.1428571,0.1666667
7461,16695,0.9908803105354308,5,5,5,5,5,1.0,1.0
6613,15811,0.9210892915725708,6,5,2,2,2,0.3333333,0.4
992,10057,0.920486330986023,17,11,6,6,6,0.3529412,0.5454545
8239,17520,0.9314870238304138,12,11,5,5,5,0.4166667,0.4545455
98,9206,0.9841514825820924,3,4,0,0,0,0.0,0.0
5177,14348,0.959707736968994,23,22,9,9,9,0.3913043,0.4090909
3470,12571,0.9595879316329956,2,3,1,1,1,0.5,0.3333333
153,9258,0.9793778657913208,5,2,1,1,1,0.2,0.5
420,9522,0.9439550638198853,14,12,4,4,4,0.2857143,0.3333333
1041,10098,0.8931509852409363,19,15,6,6,6,0.3157895,0.4
993,10058,0.8630414009094238,52,38,24,24,24,0.4615385,0.6315789
431,9531,0.9232016801834106,19,12,6,6,6,0.3157895,0.5
4698,13861,0.9289082288742064,28,16,9,9,9,0.3214286,0.5625
7236,16469,0.9820928573608398,5,5,3,3,3,0.6,0.6
8265,17550,0.94134521484375,2,5,1,1,1,0.5,0.2
697,9772,0.9758014678955078,4,5,0,0,0,0.0,0.0
5810,15019,0.7671482563018799,12,15,5,5,5,0.4166667,0.3333333
1488,10530,0.9787853956222534,8,3,1,1,1,0.125,0.3333333
2289,11339,0.9560296535491944,4,3,0,0,0,0.0,0.0
5811,15020,0.928944766521454,4,4,4,4,4,1.0,1.0
2650,11726,0.3025277853012085,12,7,3,3,3,0.25,0.4285714
8437,17741,0.963301956653595,5,2,1,1,1,0.2,0.5
301,9399,0.9686092138290404,2,2,2,2,2,1.0,1.0
1673,10697,0.9724003076553344,6,5,2,2,2,0.3333333,0.4
5406,14562,0.9738250970840454,6,3,1,1,1,0.1666667,0.3333333
7065,16299,0.9730179905891418,9,8,4,4,4,0.4444444,0.5
4897,14047,0.8955504894256592,4,2,0,0,0,0.0,0.0
4889,14043,0.9562646746635436,11,9,7,7,7,0.6363636,0.7777778
7095,16327,0.9378507733345032,5,5,1,1,1,0.2,0.2
1650,10686,0.9434419870376588,4,4,2,2,2,0.5,0.5
7190,16415,0.3377023935317993,5,7,2,2,2,0.4,0.2857143
6896,16117,0.975310742855072,6,9,4,4,4,0.6666667,0.4444444
848,9918,0.7927159070968628,27,17,12,12,12,0.4444444,0.7058824
7028,16273,0.980334997177124,7,6,4,4,4,0.5714286,0.6666667
4501,13674,0.65699303150177,15,20,11,11,11,0.7333333,0.55
4893,14049,0.977148413658142,6,4,3,3,3,0.5,0.75
193,9312,0.9310766458511353,2,2,0,0,0,0.0,0.0
5560,14741,0.90575110912323,21,21,8,8,8,0.3809524,0.3809524
4504,13679,0.8999357223510742,9,8,3,3,3,0.3333333,0.375
900,9964,0.9889313578605652,2,3,2,2,2,1.0,0.6666667
7813,17073,0.9844306707382202,8,4,4,4,4,0.5,1.0
4545,13716,0.952092945575714,17,23,7,7,7,0.4117647,0.3043478
2392,11444,0.938579559326172,12,7,3,3,3,0.25,0.4285714
3778,12906,0.9394693374633788,26,12,6,6,6,0.2307692,0.5
2723,11809,0.939513087272644,11,18,6,6,6,0.5454545,0.3333333
4209,13358,0.9120208024978638,10,11,8,8,8,0.8,0.7272727
841,9914,0.9328793883323668,24,17,10,10,10,0.4166667,0.5882353
7555,16814,0.8851065635681152,10,10,2,2,2,0.2,0.2
2214,11257,0.9450899362564088,8,8,3,3,3,0.375,0.375
6434,15655,0.875755786895752,8,8,5,5,5,0.625,0.625
6799,16013,0.9096367955207824,6,5,2,2,2,0.3333333,0.4
5766,14967,0.922442615032196,7,7,2,2,2,0.2857143,0.2857143
1784,10806,0.9558244943618774,15,19,6,6,6,0.4,0.3157895
7544,16804,0.9712846279144288,7,3,3,3,3,0.4285714,1.0
596,9674,0.9354404211044312,6,8,3,3,3,0.5,0.375
3855,12982,0.9472841024398804,19,14,5,5,5,0.2631579,0.3571429
7647,16896,0.9516885280609132,8,3,2,2,2,0.25,0.6666667
4213,13364,0.929498553276062,35,19,11,11,11,0.3142857,0.5789474
1047,10104,0.8505409955978394,28,21,11,11,11,0.3928571,0.5238095
3593,12716,0.8421826362609863,10,8,3,3,3,0.3,0.375
7806,17069,0.9780626893043518,4,5,4,4,4,1.0,0.8
2606,11674,0.7834827899932861,17,23,10,10,10,0.5882353,0.4347826
6811,16023,0.9267334342002868,6,8,2,2,2,0.3333333,0.25
597,9675,0.9702581763267516,15,13,3,3,3,0.2,0.2307692
3804,12936,0.8974407911300659,2,2,2,2,2,1.0,1.0
3076,12197,0.8946542739868164,45,30,17,17,17,0.3777778,0.5666667
4390,13554,0.8841447830200195,29,24,9,9,9,0.3103448,0.375
5802,15005,0.9556875824928284,5,3,2,2,2,0.4,0.6666667
2256,11295,0.9262696504592896,9,5,2,2,2,0.2222222,0.4
4055,13192,0.9437001943588256,2,2,1,1,1,0.5,0.5
4235,13388,0.9859031438827516,6,8,3,3,3,0.5,0.375
4382,13550,0.977543294429779,3,3,1,1,1,0.3333333,0.3333333
7640,16893,0.9428560733795166,7,11,3,3,3,0.4285714,0.2727273
7648,16897,0.9675103425979614,4,5,0,0,0,0.0,0.0
3594,12717,0.9601942300796508,19,10,8,8,8,0.4210526,0.8
3605,12726,0.910025715827942,27,17,6,6,6,0.2222222,0.3529412
622,9704,0.9184637665748596,67,43,30,30,30,0.4477612,0.6976744
4383,13551,0.9641574621200562,13,17,6,6,6,0.4615385,0.3529412
8609,17923,0.9813212156295776,8,12,3,3,3,0.375,0.25
1462,10504,0.95994633436203,3,5,1,1,1,0.3333333,0.2
2620,11693,0.9482629299163818,26,30,16,16,16,0.6153846,0.5333333
5505,14674,0.9575084447860718,2,2,2,2,2,1.0,1.0
2004,11052,0.9271555542945862,8,14,6,6,6,0.75,0.4285714
8315,17598,0.7953362464904785,13,6,5,5,5,0.3846154,0.8333333
7695,16950,0.8963579535484314,3,3,2,2,2,0.6666667,0.6666667
1527,10569,0.8234357833862305,3,5,0,0,0,0.0,0.0
2358,11400,0.94266676902771,14,9,4,4,4,0.2857143,0.4444444
5431,14581,0.7581311464309692,2,4,0,0,0,0.0,0.0
3884,13022,0.946841597557068,32,32,12,12,12,0.375,0.375
1317,10350,0.912736177444458,11,10,7,7,7,0.6363636,0.7
6237,15468,0.9523228406906128,30,35,23,23,23,0.7666667,0.6571429
8356,17635,0.978184461593628,3,4,2,2,2,0.6666667,0.5
7699,16956,0.9283149242401124,2,2,1,1,1,0.5,0.5
2359,11401,0.9276942014694214,4,7,2,2,2,0.5,0.2857143
1318,10351,0.9127413034439088,15,24,10,10,10,0.6666667,0.4166667
6751,15954,0.9516695737838744,16,18,4,4,4,0.25,0.2222222
8757,18064,0.9584325551986694,22,21,5,5,5,0.2272727,0.2380952
1302,10343,0.8892953991889954,5,3,2,2,2,0.4,0.6666667
7949,17216,0.9292551279067992,34,11,6,6,6,0.1764706,0.5454545
1569,10607,0.9327322840690612,6,10,3,3,3,0.5,0.3
8687,17999,0.967192769050598,12,13,7,7,7,0.5833333,0.5384615
6312,15534,0.9165974259376526,28,7,2,2,2,0.0714286,0.2857143
1243,10293,0.957736074924469,11,13,3,3,3,0.2727273,0.2307692
1343,10380,0.9020482301712036,21,18,7,7,7,0.3333333,0.3888889
